avnn,hr,SDNN,pNN50,RMSSD,HRdiff,VLF,LF,HF,LHFratio,Record
773.2106893880713,78.21279895529987,58.14687826134675,29.844961240310077,27.497004769935025,157.00483091787441,897.0510446157955,592.7677634731058,394.6911157250007,1.5018523089486364,x12
816.0506950122649,81.29720739785986,174.1049706339102,64.8936170212766,94.32723276574937,817.4077578051088,3421.633262829001,8270.48422045124,3087.8698969039974,2.6783784604213756,c08
1710.5718270571826,82.84308929140118,10387.294674946756,74.86033519553072,8147.33931103658,666.3992273976673,69306186.17466491,776670.921583313,36173.13425659931,21.47093243493601,x06
729.2074506939372,82.82723766985511,48.53003745197252,3.58187134502924,27.266418949674733,163.35350043215212,443.0517946035946,285.16695928007243,209.10796812786657,1.3637307168787411,a04
983.7733990147783,61.24814197032508,63.6144070381388,42.209072978303745,34.918897298742955,26.92307692307692,1698.4028544247765,709.073123104368,210.39840801244884,3.3701449065261637,a10
714.8710601719198,85.80557372724701,83.69524333478014,35.340501792114694,48.10979080526296,291.71668667466986,983.6190099841177,1699.0652685285072,1007.047393617022,1.6871750816274473,x34
951.948424068768,68.16648403894055,193.02618041083417,62.237093690248564,107.1444049783489,313.98013750954925,6406.903427520067,5511.304317601478,4026.0134255181224,1.368923482139707,c06
758.2938931297709,80.26390958203459,82.82706242395842,19.48051948051948,54.93068067250201,221.395881006865,1454.909891678773,2990.645792054978,978.8213449453689,3.0553540822323355,x20
898.1294964028777,66.94881013010965,41.1503068280346,15.391539153915392,18.364741391390112,16.92307692307692,748.4655101437863,508.1829663597556,77.43127214713992,6.563019724047325,x08
828.2794361525705,72.76471664749641,50.51112058664237,15.186721991701244,20.53334500906783,96.67024704618689,547.6224010079729,376.3004072109296,92.83119083342982,4.053598837120794,x09
678.7236215112322,92.37902068110249,108.87595055483578,38.079019073569484,58.54648354679231,334.7826086956522,2016.4160490767922,1336.1719696746848,1402.9481736391485,0.9524029431598667,c07
854.8157669237361,71.92957294442427,98.19570977608612,22.898799313893655,50.90855488568582,221.90852625635236,1681.162686619421,2825.185720482883,962.2212605473765,2.936108186671875,x21
1136.4102564102564,168.79097459226298,8679.949499118402,82.95142071494043,6717.606570683995,599.7385734826369,58094149.7047437,1002152.804018684,47934.12576940838,20.906875590881416,x35
822.2222222222222,73.16885898740365,38.63294084866107,10.955518945634267,23.647953403302044,100.20242914979757,405.46923185732885,269.3392666880353,151.75762224870232,1.7747989372595645,a11
